Entry ID,Longitude,Latitude,Average Wind Speed
38.0,22.8541,41.1535,3.595652173913044
96.0,27.1025,35.5226,7.001304347826087
114.0,25.9082,36.8462,7.3160869565217395
127.0,24.1887,38.605,6.560869565217391
157.0,24.0793,38.0776,6.587391304347825
158.0,19.4384,39.8311,5.4830434782608695
189.0,19.4359,39.8804,5.4830434782608695
199.0,25.5252,39.9955,7.334347826086956
249.0,19.5774,39.7563,5.4830434782608695
269.0,24.5846,38.0701,6.587391304347825
440.0,25.0687,39.5402,7.1091304347826085
449.0,25.6101,40.4474,6.234347826086956
450.0,19.5021,39.8365,5.4830434782608695
526.0,21.2552,39.7174,3.994347826086957
531.0,27.812,36.1154,7.106521739130434
628.0,23.7363,40.7839,3.179130434782609
674.0,25.4901,41.2601,5.5260869565217385
707.0,20.4892,40.0531,2.926086956521739
722.0,24.6374,41.2996,3.614347826086956
723.0,21.4095,39.7223,3.994347826086957
724.0,22.7136,39.021,3.9065217391304343
763.0,22.5578,38.6284,3.7804347826086957
817.0,24.2891,38.1667,6.587391304347825
1061.0,21.6408,38.9798,4.146521739130435
1098.0,25.8094,41.2862,5.5249999999999995
1103.0,22.9326,36.2637,6.632608695652174
1193.0,21.8815,38.7129,4.32304347826087
1195.0,21.531,39.3982,3.994347826086957
1197.0,21.6812,39.1681,4.146521739130435
1198.0,21.3273,39.6032,3.994347826086957
1223.0,25.7505,40.8901,5.961739130434783
1226.0,24.7155,37.6247,7.235652173913043
1227.0,21.3024,39.4324,3.997272727272727
1228.0,24.2143,35.2633,6.102173913043478
1229.0,25.573,41.2679,5.5260869565217385
1276.0,22.1809,40.2663,3.492173913043478
1277.0,21.2383,39.5936,3.994347826086957
1319.0,23.301,38.6345,4.667826086956522
1348.0,24.5084,37.9868,6.587391304347825
1349.0,25.5424,41.2465,5.961739130434783
1350.0,25.407,41.2423,5.961739130434783
1351.0,27.7085,36.1591,7.106521739130434
1352.0,22.9884,36.3045,6.632608695652174
1353.0,21.6535,39.2288,4.140909090909091
1354.0,22.406,38.4796,3.7804347826086957
1355.0,21.6412,39.3563,3.7699999999999996
1418.0,25.7908,41.2472,5.961739130434783
1531.0,26.0763,41.1579,6.214347826086957
1537.0,21.5448,40.7097,3.6478260869565218
1538.0,21.5615,40.7314,3.6478260869565218
1539.0,22.842,38.464,4.667826086956522
1574.0,25.5227,41.2391,5.961739130434783
1575.0,21.7129,39.0884,4.146521739130435
1644.0,21.2013,39.8246,3.712608695652174
1645.0,21.2289,39.804,3.712608695652174
1646.0,21.907,39.1083,4.146521739130435
1652.0,21.8666,39.1779,4.128636363636364
1653.0,21.8984,39.166,4.146521739130435
1688.0,24.6422,41.3174,3.614347826086956
1689.0,20.4638,39.967,2.926086956521739
1690.0,25.4808,41.2321,5.961739130434783
